Student_ID,Gender,Age,Study_Hours,Attendance,Previous_Score,Assignment_Score,Midterm_Score,Internet_Access,Extracurricular_Activities,Final_Score
STU0681,Female,19,2.2,99.7,91.3,62.6,88.8,Yes,Yes,74.29
STU0682,Male,18,4.0,57.0,46.5,64.8,62.6,Yes,Yes,50.93
STU0683,Male,20,9.4,89.2,91.4,42.4,73.2,Yes,Yes,66.33
STU0684,Female,21,3.0,71.7,77.6,56.4,74.7,No,Yes,50.39
STU0685,Male,17,4.3,72.7,69.2,97.3,63.0,No,No,59.52
STU0686,Female,21,4.9,88.9,41.8,97.2,47.9,Yes,Yes,59.24
STU0687,Female,18,5.0,96.3,66.2,61.1,45.1,Yes,No,53.99
STU0688,Male,21,6.5,97.8,62.4,42.6,40.9,Yes,Yes,52.07
STU0689,Male,17,9.5,81.0,48.9,50.7,88.0,No,No,53.3
STU0690,Female,18,3.2,71.1,76.1,63.5,53.0,Yes,No,61.61
STU0691,Female,21,2.1,90.4,93.4,96.9,51.6,Yes,No,74.36
STU0692,Female,20,2.8,66.3,70.9,48.5,80.5,Yes,Yes,53.1
STU0693,Male,22,9.0,80.4,79.3,85.8,57.6,Yes,Yes,64.04
STU0694,Female,18,6.8,71.1,43.8,46.5,67.8,Yes,Yes,45.97
STU0695,Female,22,3.6,84.5,63.0,98.9,48.9,Yes,Yes,61.76
STU0696,Female,18,8.3,65.8,46.4,62.9,92.8,No,No,57.35
STU0697,Male,20,8.8,63.6,73.7,86.5,86.8,No,No,67.18
STU0698,Female,22,8.6,96.3,91.6,60.6,87.5,Yes,No,73.39
STU0699,Female,19,9.3,59.6,76.4,77.7,62.4,Yes,No,68.29
STU0700,Male,17,3.3,77.8,44.2,51.5,81.9,Yes,Yes,49.27
STU0701,Female,19,7.8,64.9,59.5,48.8,47.9,Yes,No,41.47
STU0702,Female,21,5.1,56.8,70.3,96.3,40.5,Yes,Yes,52.16
STU0703,Male,20,8.6,56.6,62.2,95.1,41.1,No,No,46.55
STU0704,Female,19,7.6,62.9,85.9,93.2,72.3,Yes,No,59.9
STU0705,Male,18,8.0,94.0,84.8,77.5,65.0,Yes,No,64.44
STU0706,Male,21,6.9,67.7,73.7,88.5,68.5,No,Yes,58.31
STU0707,Female,21,2.6,97.8,60.5,44.1,40.4,No,Yes,48.46
STU0708,Female,19,5.9,81.2,54.0,60.1,63.2,Yes,No,55.89
STU0709,Female,19,9.9,74.6,45.8,58.8,79.5,Yes,No,52.59
STU0710,Female,20,9.4,81.1,59.5,78.1,64.3,Yes,No,58.36
STU0711,Male,17,1.4,78.3,62.7,61.4,80.3,Yes,Yes,61.55
STU0712,Female,19,2.5,89.1,77.2,48.9,52.8,Yes,Yes,54.56
STU0713,Male,19,2.2,67.7,76.2,75.8,84.7,Yes,Yes,61.72
STU0714,Female,22,7.5,70.9,43.9,88.9,72.4,No,No,57.02
STU0715,Female,18,8.4,95.2,61.7,62.9,51.6,Yes,Yes,50.84
STU0716,Female,22,2.9,97.6,50.0,47.9,53.0,Yes,No,43.93
STU0717,Male,22,5.6,95.2,48.6,51.8,74.5,Yes,Yes,57.98
STU0718,Female,21,8.6,73.9,85.5,54.2,85.6,Yes,No,66.15
STU0719,Female,17,7.6,90.1,42.3,58.0,62.9,Yes,No,60.27
STU0720,Female,18,5.9,76.4,63.1,78.6,54.2,Yes,Yes,56.83
STU0721,Female,20,6.3,77.4,49.3,76.1,87.7,Yes,No,62.31
STU0722,Male,20,5.6,64.2,88.4,81.8,76.8,Yes,No,64.18
STU0723,Female,19,3.7,81.6,70.6,61.8,64.6,Yes,No,59.5
STU0724,Male,19,6.1,63.4,52.7,89.4,66.8,Yes,Yes,60.83
STU0725,Male,20,7.2,69.9,67.6,52.2,51.2,Yes,No,44.21
STU0726,Male,19,8.9,93.5,80.2,68.1,74.5,Yes,Yes,68.78
STU0727,Male,17,6.7,64.3,92.7,88.1,59.7,Yes,Yes,71.16
STU0728,Male,22,7.9,58.2,52.1,50.8,94.8,Yes,No,54.82
STU0729,Male,19,2.4,58.1,88.7,46.6,66.4,No,Yes,61.44
STU0730,Female,21,5.2,97.3,91.4,93.0,66.7,No,No,70.28
STU0731,Male,19,1.1,77.8,90.4,60.6,71.1,Yes,Yes,63.11
STU0732,Male,18,3.2,73.4,74.9,81.0,90.4,Yes,No,65.8
STU0733,Male,17,7.5,91.5,74.6,41.5,84.0,Yes,Yes,55.39
STU0734,Female,18,9.9,92.6,62.2,81.4,64.8,Yes,No,58.79
STU0735,Female,18,1.9,69.9,81.4,59.0,79.5,Yes,No,56.98
STU0736,Male,21,4.6,86.2,69.2,43.3,72.2,No,No,60.9
STU0737,Female,17,8.2,89.7,77.3,76.6,67.1,No,No,68.5
STU0738,Male,17,2.8,84.5,63.6,54.4,50.6,Yes,Yes,54.41
STU0739,Male,17,6.0,61.8,80.2,63.2,65.5,Yes,Yes,60.19
STU0740,Female,17,7.6,94.4,85.3,44.8,53.5,Yes,No,60.31
STU0741,Male,17,6.5,79.3,48.1,48.8,90.3,Yes,Yes,60.23
STU0742,Female,21,2.7,67.7,85.8,57.9,58.4,Yes,No,57.23
STU0743,Female,19,4.2,74.1,69.7,45.4,92.4,Yes,No,59.98
STU0744,Male,18,8.1,56.7,86.5,94.6,69.3,Yes,Yes,62.68
STU0745,Male,17,6.0,60.8,63.7,40.4,74.7,Yes,Yes,53.78
STU0746,Female,19,1.0,89.4,60.8,69.0,69.9,Yes,No,57.9
STU0747,Male,19,7.8,55.0,90.3,47.4,47.1,Yes,Yes,56.03
STU0748,Male,18,1.3,73.7,53.8,58.5,60.7,Yes,No,46.85
STU0749,Male,21,7.7,78.5,86.4,95.6,45.5,Yes,Yes,59.85
STU0750,Female,20,2.8,57.5,66.6,49.7,74.3,Yes,Yes,54.52
STU0751,Female,20,9.6,98.8,68.3,97.9,64.6,Yes,Yes,67.83
STU0752,Male,19,4.3,65.2,57.0,52.3,82.8,Yes,Yes,52.18
STU0753,Female,22,3.9,68.7,71.5,84.5,52.1,Yes,Yes,59.9
STU0754,Female,22,2.3,68.7,57.9,72.8,49.1,Yes,No,48.62
STU0755,Female,18,3.8,65.4,42.2,93.1,62.3,Yes,Yes,51.35
STU0756,Female,20,8.9,55.1,55.0,73.2,91.0,No,Yes,61.55
STU0757,Female,19,10.0,87.8,40.4,72.1,79.1,Yes,No,63.24
STU0758,Male,21,4.3,98.5,93.8,51.7,63.0,Yes,No,71.75
STU0759,Male,20,5.0,65.1,93.1,50.0,68.4,Yes,No,58.69
STU0760,Male,19,7.5,84.8,61.7,95.0,44.6,Yes,Yes,62.91
STU0761,Female,19,9.0,88.4,80.1,59.7,94.2,Yes,Yes,65.57
STU0762,Female,17,6.3,93.2,59.0,62.3,76.7,No,No,57.9
STU0763,Male,21,4.5,74.0,76.9,85.6,55.7,Yes,No,52.07
STU0764,Female,17,4.7,68.6,84.3,60.3,72.2,Yes,No,66.35
STU0765,Male,18,7.3,69.6,92.1,97.1,46.0,No,No,60.39
STU0766,Male,17,1.0,87.1,62.0,84.3,93.1,Yes,Yes,65.66
STU0767,Male,17,6.6,91.8,83.1,75.8,49.6,Yes,Yes,60.26
STU0768,Female,20,4.2,63.2,54.6,92.9,75.6,Yes,Yes,59.8
STU0769,Female,22,8.1,71.7,94.5,43.0,53.5,Yes,Yes,56.69
STU0770,Male,19,1.8,95.6,41.4,55.4,79.5,Yes,Yes,51.35
STU0771,Male,21,6.3,91.3,73.2,67.9,82.7,Yes,No,67.79
STU0772,Male,17,5.3,99.3,76.3,53.6,77.0,Yes,Yes,60.3
STU0773,Male,21,6.8,88.9,77.8,84.6,73.8,Yes,No,64.75
STU0774,Female,22,1.6,72.7,46.6,95.2,89.1,Yes,No,52.66
STU0775,Female,22,6.2,81.6,91.6,65.4,44.3,Yes,No,55.65
STU0776,Male,17,6.1,84.7,50.0,60.5,58.2,Yes,Yes,53.57
STU0777,Male,18,6.0,58.5,74.3,97.7,53.7,Yes,No,51.04
STU0778,Female,17,6.4,79.5,52.2,66.7,94.3,Yes,Yes,55.37
STU0779,Female,20,7.1,86.9,56.9,69.3,61.4,No,No,57.29
STU0780,Male,19,8.2,62.5,70.1,61.1,80.3,Yes,Yes,56.07
STU0781,Male,18,3.4,90.1,62.9,94.6,77.7,Yes,No,72.86
STU0782,Male,17,8.4,81.3,48.8,74.1,51.7,Yes,Yes,59.47
STU0783,Female,21,5.5,97.8,49.4,85.7,53.1,Yes,No,55.29
STU0784,Female,18,1.7,56.9,63.0,88.7,55.5,Yes,No,54.93
STU0785,Female,18,1.5,66.9,81.7,60.5,62.6,Yes,No,59.63
STU0786,Male,17,4.0,82.1,89.4,66.0,52.9,Yes,No,59.52
STU0787,Male,18,8.1,68.3,44.6,90.9,41.1,Yes,Yes,44.25
STU0788,Female,21,7.4,87.1,61.6,61.8,88.4,Yes,Yes,62.8
STU0789,Female,22,8.1,89.2,45.5,87.6,93.1,Yes,Yes,63.61
STU0790,Male,18,5.7,59.6,40.9,96.5,58.8,Yes,No,49.07
STU0791,Female,22,5.0,78.1,76.4,77.4,58.6,Yes,No,62.06
STU0792,Female,21,2.3,77.9,73.1,84.5,40.4,Yes,No,53.95
STU0793,Male,17,4.0,71.6,49.0,88.3,77.4,Yes,No,53.42
STU0794,Female,19,4.9,97.0,52.9,90.7,85.4,Yes,No,66.51
STU0795,Male,18,1.8,92.2,41.3,63.7,48.1,Yes,No,51.46
STU0796,Male,19,3.0,86.4,85.9,43.1,48.8,Yes,Yes,53.13
STU0797,Male,21,6.4,87.1,93.6,64.1,83.5,Yes,Yes,73.28
STU0798,Male,18,7.6,75.8,47.5,80.4,73.9,Yes,Yes,50.56
STU0799,Male,22,10.0,96.4,52.7,67.0,42.5,Yes,Yes,52.71
STU0800,Male,20,9.4,86.3,87.8,84.9,74.2,Yes,Yes,69.3
STU0801,Male,19,6.8,87.8,91.0,61.4,57.0,Yes,Yes,61.67
STU0802,Female,18,4.8,93.8,63.1,78.1,60.3,Yes,Yes,59.07
STU0803,Male,19,6.7,67.3,42.8,51.2,82.3,Yes,Yes,57.4
STU0804,Male,18,8.1,91.3,42.2,85.0,84.6,No,No,58.79
STU0805,Female,17,2.1,63.8,71.6,72.7,62.0,Yes,No,64.16
STU0806,Female,22,4.7,70.5,61.6,52.2,92.1,Yes,No,59.54
STU0807,Female,19,8.6,70.1,41.6,57.5,62.4,No,No,48.8
STU0808,Male,20,4.5,99.0,72.1,84.9,82.5,Yes,No,71.52
STU0809,Female,20,6.1,93.5,40.6,69.0,66.6,Yes,No,64.34
STU0810,Male,21,6.3,86.6,83.3,53.0,89.4,Yes,No,63.36
STU0811,Male,18,2.7,87.7,56.9,98.0,89.9,Yes,Yes,62.76
STU0812,Male,19,4.3,80.3,42.2,82.9,44.8,Yes,Yes,47.74
STU0813,Male,21,4.0,97.6,72.4,97.4,91.5,Yes,No,73.31
STU0814,Female,19,1.2,77.3,61.9,65.6,85.4,Yes,Yes,53.58
STU0815,Female,18,1.2,72.1,93.6,68.5,83.5,Yes,Yes,66.53
STU0816,Male,20,8.5,62.3,69.9,93.9,51.1,Yes,Yes,62.94
STU0817,Male,17,3.5,90.4,55.1,71.5,84.3,Yes,Yes,62.41
STU0818,Male,20,5.7,88.0,79.0,82.4,86.8,Yes,Yes,68.83
STU0819,Female,21,3.7,72.3,54.9,55.1,55.9,Yes,No,47.58
STU0820,Male,22,9.5,56.1,89.7,66.8,92.4,Yes,Yes,68.12
STU0821,Male,17,3.3,92.8,60.6,47.4,42.7,Yes,No,48.92
STU0822,Female,21,4.9,55.5,70.2,52.4,48.2,Yes,No,54.6
STU0823,Female,18,8.9,86.7,42.8,40.1,69.6,Yes,No,58.08
STU0824,Male,17,8.6,98.7,63.4,42.4,71.7,Yes,Yes,60.71
STU0825,Female,21,2.7,74.7,85.8,98.6,75.5,Yes,No,68.22
STU0826,Female,18,8.2,65.6,84.3,54.5,40.9,Yes,No,56.95
STU0827,Male,20,5.1,86.7,52.3,79.8,92.8,No,No,67.43
STU0828,Female,22,5.3,91.8,52.4,90.3,42.5,Yes,No,53.47
STU0829,Male,18,2.2,79.6,85.0,73.0,47.9,Yes,Yes,57.85
STU0830,Female,19,1.7,98.5,91.2,49.2,40.8,Yes,No,55.69
STU0831,Male,18,7.6,57.3,45.2,83.7,71.2,Yes,No,53.5
STU0832,Male,18,5.5,77.7,64.8,76.0,91.3,Yes,No,66.28
STU0833,Male,22,4.9,87.3,58.6,83.9,76.6,Yes,No,57.92
STU0834,Female,19,7.6,93.8,87.9,86.2,85.2,Yes,Yes,72.36
STU0835,Male,21,7.9,63.1,44.6,98.5,40.7,No,No,44.65
STU0836,Female,21,2.4,91.0,51.6,74.4,69.8,Yes,No,55.33
STU0837,Male,18,6.5,79.9,81.4,60.5,65.3,Yes,No,63.16
STU0838,Male,19,2.2,72.8,42.8,78.9,67.4,Yes,No,49.86
STU0839,Female,19,7.8,60.9,67.1,44.1,44.0,No,No,45.94
STU0840,Male,22,6.9,93.9,64.3,93.8,77.6,Yes,No,61.87
STU0841,Male,20,9.6,62.1,58.4,47.2,67.7,Yes,Yes,51.26
STU0842,Female,21,1.6,68.9,61.7,59.7,82.1,No,No,56.09
STU0843,Male,22,1.5,68.1,69.1,88.9,66.7,Yes,Yes,56.65
STU0844,Male,17,3.5,94.2,48.9,75.8,48.2,Yes,Yes,53.93
STU0845,Male,21,3.4,85.3,71.5,63.6,75.7,Yes,No,62.56
STU0846,Male,22,3.2,90.9,84.3,68.4,49.5,Yes,Yes,58.96
STU0847,Female,21,9.2,66.3,81.8,91.3,88.0,Yes,No,62.82
STU0848,Female,20,3.2,83.1,48.5,60.4,73.7,Yes,Yes,61.1
STU0849,Male,17,3.4,80.7,48.2,92.2,48.6,Yes,No,51.75
STU0850,Female,20,7.8,92.5,54.7,45.3,92.9,Yes,Yes,60.47
STU0851,Male,17,5.0,95.8,59.9,86.6,68.5,Yes,Yes,67.18
STU0852,Female,18,8.0,55.5,62.5,90.9,44.0,Yes,No,64.06
STU0853,Male,22,1.6,85.3,77.4,50.9,74.5,Yes,Yes,56.58
STU0854,Male,17,5.4,57.3,43.1,65.8,53.9,Yes,Yes,46.58
STU0855,Male,20,1.3,79.7,41.9,49.9,84.2,Yes,Yes,50.09
STU0856,Male,21,1.6,67.9,61.6,82.4,85.0,Yes,Yes,58.1
STU0857,Male,17,9.2,68.8,78.3,72.1,93.8,Yes,Yes,63.42
STU0858,Male,22,2.3,70.9,50.6,78.1,67.6,Yes,No,49.96
STU0859,Female,17,5.8,83.0,75.3,51.8,65.0,Yes,Yes,58.75
STU0860,Male,19,4.7,70.0,54.3,52.7,81.4,Yes,Yes,48.85
STU0861,Female,21,4.1,88.0,88.7,42.5,47.3,Yes,No,61.42
STU0862,Male,22,9.1,73.2,89.3,59.3,70.1,Yes,No,63.17
STU0863,Female,22,1.2,58.1,56.4,73.6,70.0,Yes,No,53.62
STU0864,Female,18,7.0,90.3,52.6,91.5,44.9,Yes,Yes,55.35
STU0865,Female,20,9.7,67.9,62.6,80.0,63.0,Yes,Yes,55.65
STU0866,Male,18,6.0,74.5,53.2,66.1,86.9,Yes,Yes,59.07
STU0867,Male,22,9.4,85.8,77.0,97.2,87.1,No,Yes,67.74
STU0868,Female,21,1.5,70.0,85.4,83.2,45.5,Yes,No,57.35
STU0869,Male,17,4.8,57.5,77.0,95.8,45.0,Yes,No,53.13
STU0870,Female,17,3.3,71.8,85.3,71.7,54.4,Yes,Yes,56.23
STU0871,Male,21,7.6,97.5,61.8,55.5,88.1,Yes,Yes,56.83
STU0872,Female,22,9.8,83.9,48.6,43.2,47.1,No,Yes,52.96
STU0873,Female,17,3.3,85.2,80.6,83.6,79.6,Yes,Yes,65.55
STU0874,Male,17,6.9,83.5,59.8,47.3,45.6,Yes,No,54.85
STU0875,Female,17,2.8,64.0,76.9,58.2,74.3,Yes,No,61.14
STU0876,Male,20,6.1,73.8,54.9,71.9,59.6,Yes,Yes,49.26
STU0877,Female,20,5.2,88.8,44.5,73.9,83.4,Yes,No,55.55
STU0878,Female,19,9.7,59.6,94.6,76.0,52.9,Yes,Yes,69.45
STU0879,Male,18,6.5,67.5,48.6,50.0,75.2,Yes,Yes,56.84
STU0880,Male,21,4.1,67.4,94.4,62.8,53.0,Yes,No,59.08
STU0881,Male,21,2.0,74.4,93.8,77.0,79.3,Yes,Yes,68.49
STU0882,Female,21,2.4,99.1,83.7,98.2,88.1,Yes,No,73.3
STU0883,Male,19,3.0,58.0,76.3,83.7,47.0,Yes,Yes,55.84
STU0884,Female,20,3.3,78.3,71.8,95.4,87.7,Yes,No,65.11
STU0885,Female,22,8.7,63.1,87.6,85.7,72.6,Yes,Yes,57.61
STU0886,Male,22,6.1,98.7,55.9,75.5,47.0,Yes,No,52.89
STU0887,Male,19,5.7,60.1,65.7,51.5,63.5,Yes,Yes,51.17
STU0888,Female,22,2.0,73.2,74.1,80.0,48.8,Yes,Yes,52.79
STU0889,Female,21,8.7,88.2,62.6,77.4,78.5,No,No,63.69
STU0890,Male,18,7.5,86.7,63.5,76.1,81.7,Yes,Yes,60.29
STU0891,Male,17,1.6,74.0,58.2,69.4,45.8,Yes,No,47.95
STU0892,Male,20,7.4,70.6,71.0,71.7,67.8,Yes,No,61.92
STU0893,Male,20,5.9,72.9,86.8,60.1,84.8,Yes,Yes,65.64
STU0894,Male,19,1.7,66.9,51.1,71.2,91.5,Yes,Yes,56.75
STU0895,Female,20,5.1,64.2,91.4,51.9,68.2,Yes,Yes,62.39
STU0896,Female,21,5.4,76.7,77.9,88.3,92.3,Yes,Yes,70.71
STU0897,Female,22,2.5,67.1,85.3,51.1,69.5,No,No,63.16
STU0898,Female,21,9.5,67.9,70.6,45.1,61.7,Yes,Yes,51.79
STU0899,Male,19,8.6,84.6,82.9,66.2,86.7,Yes,Yes,66.65
STU0900,Male,21,7.0,98.6,40.9,79.5,67.1,Yes,Yes,53.97
STU0901,Male,22,5.2,82.2,85.0,66.3,66.0,Yes,No,61.91
STU0902,Female,18,4.7,58.5,42.2,56.6,67.0,Yes,Yes,49.53
STU0903,Female,19,6.9,58.4,88.9,73.5,86.6,Yes,No,69.21
STU0904,Male,18,5.9,97.8,94.6,60.8,85.8,No,Yes,75.87
STU0905,Male,17,1.6,68.4,56.2,96.0,62.2,No,No,49.95
STU0906,Female,18,5.6,59.1,51.6,95.4,58.3,Yes,Yes,56.67
STU0907,Female,17,8.3,82.0,82.1,70.1,67.1,Yes,Yes,57.56
STU0908,Male,17,5.1,83.1,53.9,59.7,71.5,Yes,No,59.07
STU0909,Male,18,1.5,84.2,87.6,84.2,53.1,Yes,Yes,62.66
STU0910,Female,19,8.1,67.0,45.7,42.2,83.7,Yes,Yes,53.15
STU0911,Male,22,2.8,55.7,46.9,68.5,66.8,Yes,Yes,43.45
STU0912,Male,21,3.3,98.4,93.9,60.2,58.4,Yes,No,70.53
STU0913,Male,21,2.5,66.3,77.1,95.2,45.9,Yes,Yes,52.64
STU0914,Female,22,4.0,85.4,86.6,40.7,53.1,Yes,No,55.54
STU0915,Female,17,7.8,86.8,57.8,73.2,92.2,Yes,No,60.88
STU0916,Female,17,5.7,82.5,77.2,84.4,56.8,Yes,No,56.36
STU0917,Female,19,2.8,69.1,72.7,69.1,49.3,Yes,Yes,54.44
STU0918,Female,20,8.9,67.2,73.2,45.1,65.3,Yes,No,60.83
STU0919,Female,18,8.9,81.9,77.5,98.3,56.9,Yes,No,74.45
STU0920,Female,17,8.8,94.0,71.6,71.1,41.9,Yes,Yes,59.55
STU0921,Male,21,3.1,97.6,63.6,76.9,57.8,Yes,No,64.93
STU0922,Male,19,5.1,59.8,55.2,54.2,69.9,Yes,No,50.8
STU0923,Male,18,9.9,62.0,82.3,69.0,70.3,Yes,Yes,62.15
STU0924,Male,19,7.9,97.5,52.4,65.7,59.6,Yes,Yes,56.55
STU0925,Male,18,1.2,88.1,78.1,44.5,64.6,Yes,No,59.4
STU0926,Male,18,1.6,94.7,52.8,46.4,93.1,Yes,Yes,61.78
STU0927,Male,22,5.2,64.1,74.4,90.2,60.8,Yes,Yes,57.3
STU0928,Female,17,9.2,81.4,81.1,54.4,54.2,Yes,Yes,58.57
STU0929,Female,19,5.8,86.6,52.0,51.7,53.4,Yes,No,51.33
STU0930,Male,19,5.5,85.6,43.3,70.3,65.2,Yes,No,57.12
STU0931,Male,22,1.9,73.4,47.2,86.1,81.8,Yes,Yes,53.83
STU0932,Female,21,6.9,55.7,73.3,43.7,51.3,Yes,No,48.46
STU0933,Male,21,8.4,81.2,86.7,74.6,79.0,Yes,Yes,74.73
STU0934,Male,17,4.4,66.4,42.5,47.2,41.2,Yes,Yes,45.42
STU0935,Female,17,8.0,75.3,80.4,42.2,63.0,Yes,Yes,61.76
STU0936,Male,20,9.7,98.1,58.8,43.2,82.7,No,Yes,61.13
STU0937,Female,22,2.8,73.0,66.3,90.0,58.6,Yes,Yes,59.48
STU0938,Male,21,5.7,92.8,91.1,47.1,71.0,Yes,No,68.99
STU0939,Female,18,3.6,63.5,58.3,42.7,51.3,Yes,No,51.32
STU0940,Female,19,8.1,85.3,65.6,66.3,80.8,Yes,No,55.9
STU0941,Female,17,6.2,99.0,40.8,90.6,42.9,Yes,No,50.66
STU0942,Male,19,6.7,59.6,44.5,55.7,86.9,Yes,Yes,55.76
STU0943,Female,19,8.2,55.4,54.2,65.3,50.9,Yes,Yes,46.22
STU0944,Male,20,4.6,74.5,41.5,42.4,88.1,Yes,No,49.22
STU0945,Male,21,9.2,59.2,74.7,66.9,59.4,Yes,No,50.88
STU0946,Male,17,5.8,88.7,63.5,74.7,79.7,Yes,Yes,61.64
STU0947,Male,19,2.4,96.2,70.1,74.3,57.6,No,Yes,56.88
STU0948,Female,17,7.3,74.5,49.6,59.9,89.8,Yes,Yes,64.37
STU0949,Female,18,8.1,66.6,56.3,58.9,47.0,Yes,No,48.34
STU0950,Male,20,3.9,74.5,76.5,46.4,49.8,Yes,Yes,52.93
STU0951,Male,18,8.7,87.6,93.1,62.0,67.1,Yes,Yes,68.89
STU0952,Female,17,9.2,55.4,42.8,46.0,44.5,Yes,No,43.71
STU0953,Male,17,3.5,81.5,89.0,86.0,50.8,Yes,No,67.18
STU0954,Female,21,9.9,82.6,71.7,98.0,91.9,Yes,No,74.72
STU0955,Male,19,2.3,83.7,71.0,98.2,93.7,Yes,Yes,67.84
STU0956,Male,19,2.8,65.9,67.5,91.9,60.7,No,Yes,56.76
STU0957,Female,18,2.7,87.1,43.8,76.0,90.8,Yes,No,62.85
STU0958,Male,20,9.0,59.1,44.9,82.1,70.0,Yes,Yes,50.32
STU0959,Female,22,6.9,64.0,73.1,57.1,54.8,Yes,Yes,53.1
STU0960,Male,19,2.4,94.5,58.8,77.8,78.6,No,Yes,64.71
STU0961,Male,21,5.0,88.2,90.4,67.3,76.2,Yes,No,70.99
STU0962,Male,18,6.5,55.6,62.4,68.9,94.4,Yes,No,52.0
STU0963,Female,18,1.8,66.2,47.9,85.5,54.6,Yes,Yes,53.11
STU0964,Male,22,8.9,64.6,79.3,56.9,77.0,Yes,Yes,58.76
STU0965,Male,21,8.2,67.2,56.1,59.1,42.9,No,Yes,50.21
STU0966,Male,20,5.5,66.1,68.9,95.5,46.3,Yes,Yes,59.06
STU0967,Male,21,9.7,57.8,78.4,43.4,40.2,Yes,No,54.24
STU0968,Female,20,4.8,75.7,89.5,69.1,95.0,Yes,No,74.0
STU0969,Female,21,9.9,88.0,83.6,94.8,84.1,Yes,Yes,77.8
STU0970,Male,21,7.0,82.3,77.2,76.6,83.3,Yes,Yes,71.87
STU0971,Female,17,6.7,85.3,77.4,72.8,68.0,Yes,No,64.86
STU0972,Male,18,2.5,58.7,92.0,55.0,56.5,Yes,Yes,56.03
STU0973,Male,21,8.9,97.8,56.3,60.6,48.3,Yes,No,59.0
STU0974,Male,22,4.8,92.7,40.1,91.1,55.7,No,Yes,58.65
STU0975,Female,21,2.5,91.2,55.0,73.6,60.7,Yes,No,56.36
STU0976,Female,19,1.1,92.0,52.0,70.9,81.6,Yes,Yes,61.81
STU0977,Female,18,6.0,97.0,76.4,46.0,69.7,Yes,Yes,62.24
STU0978,Female,19,5.7,79.5,74.9,41.0,44.3,Yes,No,49.26
STU0979,Female,18,7.5,64.0,72.6,97.8,41.0,Yes,No,60.97
STU0980,Female,19,9.0,82.8,40.9,62.6,45.6,Yes,Yes,48.76
STU0981,Female,21,1.7,88.4,80.1,76.2,62.6,Yes,Yes,70.9
STU0982,Female,21,7.6,88.2,57.8,44.8,91.3,Yes,No,54.51
STU0983,Female,17,2.7,78.5,76.6,81.0,75.1,Yes,No,62.13
STU0984,Male,22,8.7,58.1,70.6,96.0,84.1,Yes,Yes,63.33
STU0985,Female,19,8.4,71.7,58.9,74.5,65.7,No,Yes,60.31
STU0986,Female,20,5.9,96.4,47.4,47.6,59.9,Yes,No,54.64
STU0987,Female,17,7.4,81.3,45.2,74.9,46.0,Yes,No,52.04
STU0988,Female,19,3.8,79.2,85.7,86.0,88.2,Yes,No,66.13
STU0989,Female,19,5.2,67.1,90.5,64.4,83.1,No,No,60.55
STU0990,Female,17,8.4,71.6,75.7,92.8,49.2,Yes,No,61.08
STU0991,Female,21,5.1,95.3,45.7,78.9,68.2,Yes,Yes,54.01
STU0992,Female,19,4.2,85.0,62.1,94.0,66.8,Yes,Yes,60.58
STU0993,Female,21,5.4,90.4,80.1,77.4,74.4,Yes,No,69.13
STU0994,Female,17,8.5,75.4,82.9,47.9,92.0,Yes,Yes,60.99
STU0995,Female,21,4.0,83.4,46.5,58.6,71.9,Yes,Yes,59.48
STU0996,Male,18,2.6,66.2,40.0,52.1,69.7,Yes,No,51.07
STU0997,Male,20,7.4,86.7,79.2,94.5,42.8,No,Yes,57.44
STU0998,Female,19,8.4,74.2,59.6,85.6,43.5,Yes,Yes,51.01
STU0999,Female,22,1.9,74.9,54.0,80.6,50.3,Yes,Yes,44.47
STU1000,Male,20,3.2,84.2,40.7,58.1,41.8,Yes,No,43.61
STU0021,Female,22,8.0,67.6,76.5,75.0,88.7,Yes,No,64.6
STU0076,Female,18,3.1,57.2,73.4,73.4,63.1,No,No,51.51
